,clienteId,cancelouPlano,genero,cidadaoIdoso,temParceiro,temDependentes,mesesContrato,assinaturaTelefonica,multiplasLinhas,provedorInternet,segurancaOnline,backupOnline,protecaoDispositivo,suporteTecnico,streamingTV,streamingFilmes,tipoContrato,contaOnline,gastoDiario,formaPagamento,totalServicosMensalmente,totalGasto,validacaoTotalGasto,diferencaTotalGasto
1079,1525-LNLOJ,Não,Masculino,Não,Sim,Sim,66,Yes,Sim,DSL,Não,Não,Sim,Não,Sim,Não,Dois anos,Yes,2.0,Transferência bancária (Automático),63.3,4189.7,4177.8,11.899999999999636
1080,1527-SXDPN,Sim,Masculino,Não,Sim,Sim,52,Yes,Sim,Fibra ótica,Não,Não,Sim,Sim,Não,Sim,Dois anos,Yes,3.0,Transferência bancária (Automático),96.25,4990.25,5005.0,-14.75
1081,1530-ZTDOZ,Não,Feminino,Não,Sim,Não,49,No,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Não,Mensal,No,1.0,Transferência bancária (Automático),40.65,2070.75,1991.85,78.90000000000009
1082,1534-OULXE,Não,Feminino,Não,Sim,Sim,61,Yes,Não,DSL,Sim,Não,Não,Não,Não,Não,Um ano,Yes,2.0,Transferência bancária (Automático),49.7,2961.4,3031.7000000000003,-70.30000000000018
1083,1535-VTJOQ,Não,Feminino,Não,Não,Não,24,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),25.15,553.0,603.5999999999999,-50.59999999999991
1084,1536-HBSWP,Não,Feminino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,49.9,49.9,49.9,0.0
1085,1536-YHDOE,Não,Masculino,Não,Sim,Sim,17,Yes,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,Yes,2.0,Conta Enviada,62.1,1096.65,1055.7,40.950000000000045
1086,1539-LNKHM,Não,Feminino,Não,Não,Não,12,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,20.4,266.6,244.79999999999998,21.80000000000004
1087,1541-ETJZO,Sim,Masculino,Não,Não,Não,1,Yes,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,No,2.0,Conta Enviada,62.05,62.05,62.05,0.0
1088,1543-LLLFT,Não,Masculino,Sim,Sim,Não,61,Yes,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Não,Um ano,Yes,3.0,Conta Enviada,98.3,6066.55,5996.3,70.25
1089,1544-JJMYL,Não,Masculino,Não,Não,Não,27,Yes,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Um ano,No,2.0,Cartão de Crédito (Automático),69.35,1927.3,1872.4499999999998,54.850000000000136
1090,1545-ACTAS,Não,Feminino,Não,Sim,Sim,48,Yes,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Transferência bancária (Automático),99.7,4977.2,4785.6,191.59999999999945
1091,1545-JFUML,Não,Masculino,Não,Sim,Não,71,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Não,Dois anos,Yes,3.0,Conta Eletrônica,99.0,6994.6,7029.0,-34.399999999999636
1092,1548-ARAGG,Não,Feminino,Não,Sim,Sim,4,Yes,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Yes,2.0,Conta Enviada,58.5,224.85,234.0,-9.150000000000006
1093,1548-FEHVL,Não,Masculino,Não,Sim,Não,61,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Yes,4.0,Conta Eletrônica,106.2,6375.2,6478.2,-103.0
1094,1550-EENBN,Não,Feminino,Não,Não,Não,31,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,104.35,3205.6,3234.85,-29.25
1095,1550-LOAHA,Sim,Feminino,Não,Sim,Não,32,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,No,3.0,Transferência bancária (Automático),84.15,2585.95,2692.8,-106.85000000000036
1096,1552-AAGRX,Não,Feminino,Não,Não,Não,30,Yes,Sim,Fibra ótica,Sim,Não,Não,Sim,Sim,Sim,Mensal,No,4.0,Transferência bancária (Automático),106.4,3211.9,3192.0,19.90000000000009
1097,1552-CZCLL,Não,Feminino,Não,Sim,Sim,55,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Cartão de Crédito (Automático),20.0,1087.25,1100.0,-12.75
1098,1552-TKMXS,Não,Feminino,Não,Sim,Não,42,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Cartão de Crédito (Automático),20.35,869.9,854.7,15.199999999999932
1099,1555-DJEQW,Sim,Feminino,Não,Sim,Sim,70,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Transferência bancária (Automático),114.2,7723.9,7994.0,-270.10000000000036
1100,1555-HAPSU,Não,Feminino,Não,Sim,Sim,71,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),23.9,1663.5,1696.8999999999999,-33.399999999999864
1101,1557-EMYVT,Não,Feminino,Não,Não,Não,43,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,No,4.0,Cartão de Crédito (Automático),115.05,4895.1,4947.15,-52.04999999999927
1102,1559-DTODC,Não,Masculino,Não,Não,Não,19,No,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,1.0,Transferência bancária (Automático),25.15,468.35,477.84999999999997,-9.499999999999943
1103,1561-BWHIN,Não,Masculino,Não,Sim,Sim,19,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,19.8,344.5,376.2,-31.69999999999999
1104,1563-IWQEX,Não,Feminino,Não,Não,Não,12,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,19.7,220.35,236.39999999999998,-16.049999999999983
1105,1564-HJUVY,Não,Masculino,Não,Não,Não,4,Yes,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Yes,2.0,Transferência bancária (Automático),63.75,226.2,255.0,-28.80000000000001
1106,1564-NTYXF,Sim,Feminino,Sim,Não,Não,13,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,82.0,1127.2,1066.0,61.200000000000045
1107,1565-RHDJD,Sim,Feminino,Não,Não,Sim,4,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Mensal,No,3.0,Transferência bancária (Automático),84.05,333.55,336.2,-2.6499999999999773
1108,1567-DSCIC,Sim,Masculino,Não,Não,Não,8,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,94.0,773.65,752.0,21.649999999999977
1109,1568-BEKZM,Não,Masculino,Sim,Sim,Não,70,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,No,3.0,Cartão de Crédito (Automático),90.05,6333.4,6303.5,29.899999999999636
1110,1568-LJSZU,Não,Masculino,Não,Sim,Sim,68,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Cartão de Crédito (Automático),92.2,6392.85,6269.6,123.25
1111,1569-TTNYJ,Sim,Masculino,Não,Sim,Não,5,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,78.75,412.1,393.75,18.350000000000023
1112,1571-SAVHK,Sim,Masculino,Não,Não,Não,12,Yes,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,Yes,3.0,Conta Enviada,99.95,1132.75,1199.4,-66.65000000000009
1113,1573-LGXBA,Não,Masculino,Não,Sim,Sim,57,Yes,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Cartão de Crédito (Automático),97.55,5598.0,5560.349999999999,37.650000000000546
1114,1574-DYCWE,Não,Feminino,Não,Sim,Sim,51,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,19.95,1028.75,1017.4499999999999,11.300000000000068
1115,1575-KRZZE,Não,Feminino,Não,Não,Não,4,Yes,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,55.2,220.65,220.8,-0.15000000000000568
1116,1576-PFZIW,Não,Masculino,Sim,Sim,Não,70,Yes,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,No,4.0,Cartão de Crédito (Automático),105.35,7511.9,7374.5,137.39999999999964
1117,1577-HKTFG,Sim,Feminino,Não,Sim,Não,30,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Transferência bancária (Automático),19.65,655.85,589.5,66.35000000000002
1118,1579-KLYDT,Sim,Masculino,Não,Não,Não,7,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,90.45,593.45,633.15,-39.69999999999993
1119,1580-BMCMR,Não,Masculino,Sim,Não,Não,19,Yes,Não,Fibra ótica,Sim,Não,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,87.3,1637.3,1658.7,-21.40000000000009
1120,1582-RAFML,Sim,Masculino,Não,Não,Não,1,Yes,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,No,2.0,Conta Enviada,60.1,60.1,60.1,0.0
1121,1583-IHQZE,Sim,Masculino,Não,Não,Não,12,Yes,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Yes,4.0,Conta Enviada,112.95,1384.75,1355.4,29.34999999999991
1122,1585-MQSSU,Sim,Masculino,Não,Não,Não,17,Yes,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,No,2.0,Conta Enviada,51.5,900.5,875.5,25.0
1123,1587-FKLZB,Sim,Masculino,Sim,Sim,Sim,66,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Cartão de Crédito (Automático),99.5,6822.15,6567.0,255.14999999999964
1124,1589-AGTLK,Sim,Masculino,Não,Não,Não,3,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,45.35,141.5,136.05,5.449999999999989
1125,1591-MQJTP,Não,Masculino,Sim,Sim,Não,51,Yes,Sim,Fibra ótica,Sim,Não,Sim,Não,Não,Sim,Um ano,Yes,3.0,Transferência bancária (Automático),93.65,4839.15,4776.150000000001,62.99999999999909
1126,1591-NFNLQ,Sim,Masculino,Não,Não,Não,51,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Não,Mensal,No,3.0,Cartão de Crédito (Automático),80.0,4242.35,4080.0,162.35000000000036
1127,1591-XWLGB,Não,Feminino,Não,Sim,Não,71,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),19.85,1379.6,1409.3500000000001,-29.750000000000227
1128,1596-BBVTG,Sim,Masculino,Não,Não,Não,35,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,No,3.0,Cartão de Crédito (Automático),75.35,2636.05,2637.25,-1.199999999999818
1129,1596-OQSPS,Não,Feminino,Não,Não,Não,11,Yes,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,51.1,531.15,562.1,-30.950000000000045
1130,1597-FZREH,Sim,Feminino,Não,Não,Não,2,Yes,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,76.4,160.8,152.8,8.0
1131,1597-LHYNC,Sim,Feminino,Sim,Não,Não,26,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,95.0,2497.2,2470.0,27.199999999999818
1132,1599-EAHXY,Não,Masculino,Não,Sim,Sim,60,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Cartão de Crédito (Automático),23.95,1506.4,1437.0,69.40000000000009
1133,1599-MMYRQ,Não,Masculino,Não,Sim,Sim,62,Yes,Não,Fibra ótica,Sim,Sim,Não,Não,Não,Não,Um ano,Yes,3.0,Cartão de Crédito (Automático),81.45,4983.05,5049.900000000001,-66.85000000000036
1134,1600-DILPE,Não,Feminino,Não,Não,Não,12,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Transferência bancária (Automático),45.0,524.35,540.0,-15.649999999999977
1135,1602-IJQQE,Sim,Feminino,Não,Não,Não,4,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,No,3.0,Conta Eletrônica,75.35,338.1,301.4,36.700000000000045
1136,1608-GMEWB,Não,Masculino,Sim,Não,Não,45,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Transferência bancária (Automático),93.9,4200.25,4225.5,-25.25
1137,1612-EOHDH,Sim,Feminino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,45.15,45.15,45.15,0.0
1138,1614-JBEBI,Não,Feminino,Não,Não,Não,8,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Enviada,20.7,137.6,165.6,-28.0
1139,1618-CFHME,Sim,Feminino,Não,Não,Não,2,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,75.9,143.35,151.8,-8.450000000000017
1140,1619-YWUBB,Não,Feminino,Não,Sim,Não,68,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Cartão de Crédito (Automático),24.95,1614.9,1696.6,-81.69999999999982
1141,1621-YNCJH,Não,Feminino,Não,Sim,Não,36,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Não,Sim,Dois anos,Yes,4.0,Cartão de Crédito (Automático),106.05,3834.4,3817.7999999999997,16.600000000000364
1142,1622-HSHSF,Não,Feminino,Não,Não,Não,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Enviada,19.55,19.55,19.55,0.0
1143,1623-NLDOT,Sim,Feminino,Não,Sim,Não,42,No,Sem serviço de telefone,DSL,Não,Sim,Não,Sim,Não,Não,Um ano,No,1.0,Conta Enviada,33.55,1445.3,1409.1,36.200000000000045
1144,1624-NALOJ,Sim,Masculino,Sim,Não,Não,5,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,89.8,502.6,449.0,53.60000000000002
1145,1624-WOIWJ,Sim,Feminino,Não,Não,Não,10,Yes,Não,Fibra ótica,Sim,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Conta Enviada,84.7,832.05,847.0,-14.950000000000045
1146,1625-JAIIY,Sim,Feminino,Não,Sim,Sim,68,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Um ano,Yes,3.0,Conta Eletrônica,83.0,5685.8,5644.0,41.80000000000018
1147,1626-ERCMM,Sim,Masculino,Sim,Sim,Não,20,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,94.55,1899.65,1891.0,8.650000000000091
1148,1627-AFWVJ,Não,Feminino,Não,Não,Não,29,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,19.4,554.25,562.5999999999999,-8.349999999999909
1149,1628-BIZYP,Não,Masculino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,85.0,85.0,85.0,0.0
1150,1629-DQQVB,Não,Feminino,Não,Não,Não,14,Yes,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,No,2.0,Transferência bancária (Automático),50.1,709.5,701.4,8.100000000000023
1151,1635-FJFCC,Não,Feminino,Não,Não,Não,5,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,1.0,Cartão de Crédito (Automático),44.05,202.15,220.25,-18.099999999999994
1152,1635-HDGFT,Não,Feminino,Não,Não,Sim,19,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,20.5,398.55,389.5,9.050000000000011
1153,1635-NZATJ,Não,Masculino,Sim,Sim,Não,71,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),25.45,1789.65,1806.95,-17.299999999999955
1154,1636-NTNCO,Não,Masculino,Sim,Não,Não,4,No,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Yes,2.0,Cartão de Crédito (Automático),50.95,207.35,203.8,3.549999999999983
1155,1640-PLFMP,Não,Feminino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,70.25,70.25,70.25,0.0
1156,1641-BYBTK,Não,Masculino,Não,Não,Sim,6,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Enviada,20.2,98.35,121.19999999999999,-22.849999999999994
1157,1641-RQDAY,Não,Feminino,Sim,Sim,Sim,32,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,100.4,3217.65,3212.8,4.849999999999909
1158,1642-HMARX,Não,Feminino,Não,Sim,Não,68,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Conta Eletrônica,91.7,6424.7,6235.6,189.09999999999945
1159,1644-IRKSF,Sim,Feminino,Não,Sim,Sim,33,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Conta Eletrônica,93.8,3124.5,3095.4,29.09999999999991
1160,1645-EFCGT,Sem Informação,Masculino,Não,Sim,Sim,72,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),19.4,1363.25,1396.8,-33.549999999999955
1161,1656-DRSMG,Não,Feminino,Não,Não,Não,63,Yes,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Yes,4.0,Cartão de Crédito (Automático),109.85,7002.95,6920.549999999999,82.40000000000055
1162,1657-DYMBM,Não,Masculino,Não,Sim,Não,53,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),19.9,1110.05,1054.6999999999998,55.350000000000136
1163,1658-BYGOY,Sim,Masculino,Sim,Não,Não,18,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,95.45,1752.55,1718.1000000000001,34.44999999999982
1164,1658-TJVOA,Não,Feminino,Sim,Não,Não,6,Yes,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,74.1,450.9,444.59999999999997,6.300000000000011
1165,1658-XUHBX,Não,Feminino,Sim,Sim,Sim,59,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Mensal,Yes,3.0,Cartão de Crédito (Automático),88.75,5348.65,5236.25,112.39999999999964
1166,1660-HSOOQ,Sim,Masculino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Yes,2.0,Conta Enviada,49.65,49.65,49.65,0.0
1167,1661-CZBAU,Não,Masculino,Não,Não,Não,48,Yes,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Um ano,Yes,2.0,Transferência bancária (Automático),70.95,3629.2,3405.6000000000004,223.59999999999945
1168,1663-MHLHE,Não,Masculino,Não,Não,Não,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,19.2,19.2,19.2,0.0
1169,1666-JXLKU,Não,Feminino,Não,Não,Não,37,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,100.05,3810.55,3701.85,108.70000000000027
1170,1666-JZPZT,Não,Masculino,Não,Não,Não,27,Yes,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Enviada,49.0,1291.35,1323.0,-31.65000000000009
1171,1670-SVOWZ,Sim,Feminino,Não,Sim,Sim,14,Yes,Não,Fibra ótica,Não,Sim,Não,Sim,Não,Sim,Mensal,Yes,3.0,Cartão de Crédito (Automático),89.65,1208.35,1255.1000000000001,-46.75000000000023
1172,1676-BZZYV,Sem Informação,Masculino,Não,Sim,Sim,55,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,19.5,1026.35,1072.5,-46.15000000000009
1173,1676-MQAOA,Não,Masculino,Não,Não,Não,72,Yes,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Yes,3.0,Transferência bancária (Automático),75.1,5336.35,5407.2,-70.84999999999945
1174,1678-FYZOW,Sim,Feminino,Não,Não,Não,3,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,79.4,244.65,238.20000000000002,6.449999999999989
1175,1679-JRFBR,Não,Feminino,Não,Sim,Sim,70,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Yes,4.0,Cartão de Crédito (Automático),108.15,7930.55,7570.5,360.0500000000002
1176,1680-VDCWW,Não,Masculino,Não,Sim,Não,12,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Transferência bancária (Automático),19.8,202.25,237.60000000000002,-35.35000000000002
1177,1682-VCOIO,Não,Masculino,Não,Não,Não,23,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,20.45,481.1,470.34999999999997,10.750000000000057
1178,1684-FLBGS,Não,Feminino,Não,Sim,Sim,23,Yes,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Yes,2.0,Cartão de Crédito (Automático),69.5,1652.1,1598.5,53.59999999999991
1179,1685-BQULA,Não,Feminino,Não,Não,Não,40,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Mensal,Yes,3.0,Transferência bancária (Automático),93.4,3756.4,3736.0,20.40000000000009
1180,1685-VAYJF,Não,Masculino,Não,Não,Não,11,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Cartão de Crédito (Automático),45.2,492.0,497.20000000000005,-5.2000000000000455
1181,1686-STUHN,Não,Masculino,Não,Não,Não,42,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Transferência bancária (Automático),19.8,849.9,831.6,18.299999999999955
1182,1689-MRZQR,Sim,Masculino,Não,Sim,Sim,34,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,No,3.0,Conta Eletrônica,78.3,2564.3,2662.2,-97.89999999999964
1183,1689-YQBYY,Não,Feminino,Não,Não,Sim,12,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,76.6,893.0,919.1999999999999,-26.199999999999932
1184,1696-HXOWK,Não,Feminino,Não,Sim,Não,71,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Sim,Não,Um ano,No,3.0,Conta Enviada,95.65,6856.95,6791.150000000001,65.79999999999927
1185,1696-MZVAU,Não,Masculino,Não,Sim,Sim,39,No,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Um ano,Yes,1.0,Cartão de Crédito (Automático),25.25,947.75,984.75,-37.0
1186,1697-BCSHV,Não,Feminino,Não,Sim,Sim,58,Yes,Sim,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Yes,2.0,Transferência bancária (Automático),66.8,3970.4,3874.3999999999996,96.00000000000045
1187,1697-LYYYX,Não,Feminino,Não,Sim,Sim,61,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Cartão de Crédito (Automático),19.1,1143.8,1165.1000000000001,-21.300000000000182
1188,1697-NVVGY,Não,Masculino,Sim,Sim,Não,19,Yes,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Mensal,No,2.0,Transferência bancária (Automático),66.4,1286.05,1261.6000000000001,24.449999999999818
1189,1698-XFZCI,Não,Masculino,Não,Não,Não,61,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Yes,4.0,Conta Eletrônica,107.75,6521.9,6572.75,-50.850000000000364
